,Name_number,phylomatic.input,phylomatic.all.lower,Name_submitted,Overall_score,Name_matched,Name_matched_rank,Name_score,Name_matched_author,Name_matched_url,Author_matched,Author_score,Family_matched,Family_score,Name_matched_accepted_family,Genus_matched,Genus_score,Specific_epithet_matched,Specific_epithet_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Taxonomic_status,Accepted_name,Accepted_name_author,Accepted_name_rank,Accepted_name_url,Accepted_name_species,Accepted_name_family,Selected,Source,Warnings,Accepted_name_lsid
56,55,cornaceae/cornus/Cornus_amomum,cornaceae/cornus/cornus_amomum,Cornus amomum,1,Cornus amomum,species,1,Mill.,http://www.tropicos.org/Name/8700053;http://plants.usda.gov/java/profile?symbol=COAM2,,NA,NA,NA,Cornaceae,Cornus,1,amomum,1,,,NA,NA,NA,NA,NA,,Accepted,Cornus amomum,Mill.,species,http://www.tropicos.org/Name/8700053;http://plants.usda.gov/java/profile?symbol=COAM2,Cornus amomum,Cornaceae,TRUE,tropicos;usda, ,
57,56,cornaceae/cornus/Cornus_florida,cornaceae/cornus/cornus_florida,Cornus florida,1,Cornus florida,species,1,L.,http://www.tropicos.org/Name/8700057;http://plants.usda.gov/java/profile?symbol=COFL2,,NA,NA,NA,Cornaceae,Cornus,1,florida,1,,,NA,NA,NA,NA,NA,,Accepted,Cornus florida,L.,species,http://www.tropicos.org/Name/8700057;http://plants.usda.gov/java/profile?symbol=COFL2,Cornus florida,Cornaceae,TRUE,tropicos;usda, ,
58,57,cornaceae/cornus/Cornus_sericea,cornaceae/cornus/cornus_sericea,Cornus sericea,1,Cornus sericea,species,1,L.,http://www.tropicos.org/Name/8700307;http://plants.usda.gov/java/profile?symbol=COSE16,,NA,NA,NA,Cornaceae,Cornus,1,sericea,1,,,NA,NA,NA,NA,NA,,Accepted,Cornus sericea,L.,species,http://www.tropicos.org/Name/8700307;http://plants.usda.gov/java/profile?symbol=COSE16,Cornus sericea,Cornaceae,TRUE,tropicos;usda, ,
59,58,rutaceae/correa/Correa_lawrenceana,rutaceae/correa/correa_lawrenceana,Correa lawrenciana,0.99,Correa lawrenceana,species,0.99,Hook.,http://www.tropicos.org/Name/50208400,,NA,NA,NA,Rutaceae,Correa,1,lawrenceana,0.91,,,NA,NA,NA,NA,NA,,No opinion,Correa lawrenceana,Hook.,,,,,TRUE,tropicos, ,
60,59,betulaceae/corylus/Corylus_avellana,betulaceae/corylus/corylus_avellana,Corylus avellana,1,Corylus avellana,species,1,L.,http://www.tropicos.org/Name/3600036,,NA,NA,NA,Betulaceae,Corylus,1,avellana,1,,,NA,NA,NA,NA,NA,,No opinion,Corylus avellana,L.,,,,,TRUE,tropicos, ,
61,60,myrtaceae/corymbia/Corymbia_polycarpa,myrtaceae/corymbia/corymbia_polycarpa,Corymbia polycarpa,1,Corymbia polycarpa,species,1,(F. Muell.) K.D. Hill & L.A.S. Johnson,http://www.tropicos.org/Name/100172665;http://plants.usda.gov/java/profile?symbol=COPO7,,NA,NA,NA,Myrtaceae,Corymbia,1,polycarpa,1,,,NA,NA,NA,NA,NA,,Accepted,Corymbia polycarpa,(F. Muell.) K.D. Hill & L.A.S. Johnson,species,http://www.tropicos.org/Name/100172665;http://plants.usda.gov/java/profile?symbol=COPO7,Corymbia polycarpa,Myrtaceae,TRUE,tropicos;usda, ,
62,61,euphorbiaceae/croton/Croton_gossypiifolius,euphorbiaceae/croton/croton_gossypiifolius,Croton gossypifolius,0.99,Croton gossypiifolius,species,0.99,Vahl,http://www.tropicos.org/Name/12805386,,NA,NA,NA,Euphorbiaceae,Croton,1,gossypiifolius,0.93,,,NA,NA,NA,NA,NA,,Accepted,Croton gossypiifolius,Vahl,species,http://www.tropicos.org/Name/12805386,Croton gossypiifolius,Euphorbiaceae,TRUE,tropicos, ,
63,62,lauraceae/cryptocarya/Cryptocarya_hypoglauca,lauraceae/cryptocarya/cryptocarya_hypoglauca,Cryptocarpa hypoglauca,0.99,Cryptocarya hypoglauca,species,0.99,Meisn.,http://www.tropicos.org/Name/17800726,,NA,NA,NA,Lauraceae,Cryptocarya,0.91,hypoglauca,1,,,NA,NA,NA,NA,NA,,No opinion,Cryptocarya hypoglauca,Meisn.,,,,,TRUE,tropicos, ,
64,63,taxodiaceae/cryptomeria/Cryptomeria_japonica,taxodiaceae/cryptomeria/cryptomeria_japonica,Cryptomeria japonica,1,Cryptomeria japonica,species,1,(Thunb. ex L. f.) D. Don,http://www.tropicos.org/Name/31300023,,NA,NA,NA,Taxodiaceae,Cryptomeria,1,japonica,1,,,NA,NA,NA,NA,NA,,Accepted,Cryptomeria japonica,(Thunb. ex L. f.) D. Don,species,http://www.tropicos.org/Name/31300023,Cryptomeria japonica,Taxodiaceae,TRUE,tropicos, ,
65,64,cunoniaceae/cunonia/Cunonia_capensis,cunoniaceae/cunonia/cunonia_capensis,Cunonia capensis,1,Cunonia capensis,species,1,L.,http://www.tropicos.org/Name/9300186,,NA,NA,NA,Cunoniaceae,Cunonia,1,capensis,1,,,NA,NA,NA,NA,NA,,Accepted,Cunonia capensis,L.,species,http://www.tropicos.org/Name/9300186,Cunonia capensis,Cunoniaceae,TRUE,tropicos, ,
66,65,podocarpaceae/dacrycarpus/Dacrycarpus_dacrydioides,podocarpaceae/dacrycarpus/dacrycarpus_dacrydioides,Dacrycarpus dacrydioides,1,Dacrycarpus dacrydioides,species,1,(A. Rich.) de Laub.,http://www.tropicos.org/Name/25600137;http://plants.usda.gov/java/profile?symbol=DADA2,,NA,NA,NA,Podocarpaceae,Dacrycarpus,1,dacrydioides,1,,,NA,NA,NA,NA,NA,,Accepted,Dacrycarpus dacrydioides,(A. Rich.) de Laub.,species,http://www.tropicos.org/Name/25600137;http://plants.usda.gov/java/profile?symbol=DADA2,Dacrycarpus dacrydioides,Podocarpaceae,TRUE,tropicos;usda, ,
67,66,lythraceae/decodon/Decodon_verticillatus,lythraceae/decodon/decodon_verticillatus,Decodon verticillatus,1,Decodon verticillatus,species,1,(L.) Elliott,http://www.tropicos.org/Name/19200268;http://plants.usda.gov/java/profile?symbol=DEVE,,NA,NA,NA,Lythraceae,Decodon,1,verticillatus,1,,,NA,NA,NA,NA,NA,,Accepted,Decodon verticillatus,(L.) Elliott,species,http://www.tropicos.org/Name/19200268;http://plants.usda.gov/java/profile?symbol=DEVE,Decodon verticillatus,Lythraceae,TRUE,tropicos;usda, ,
68,67,malvaceae/dombeya/Dombeya_goetzenii,malvaceae/dombeya/dombeya_goetzenii,Dombeya goetzenii,1,Dombeya goetzenii,species,1,K. Schum.,http://www.tropicos.org/Name/30401687,,NA,NA,NA,Malvaceae,Dombeya,1,goetzenii,1,,,NA,NA,NA,NA,NA,,No opinion,Dombeya goetzenii,K. Schum.,,,,,TRUE,tropicos, ,
69,68,pontederiaceae/eichhornia/Eichhornia_azurea,pontederiaceae/eichhornia/eichhornia_azurea,Eichhornia azurea,1,Eichhornia azurea,species,1,(Sw.) Kunth,http://www.tropicos.org/Name/26100017;http://plants.usda.gov/java/profile?symbol=EIAZ2,,NA,NA,NA,Pontederiaceae,Eichhornia,1,azurea,1,,,NA,NA,NA,NA,NA,,Accepted,Eichhornia azurea,(Sw.) Kunth,species,http://www.tropicos.org/Name/26100017;http://plants.usda.gov/java/profile?symbol=EIAZ2,Eichhornia azurea,Pontederiaceae,TRUE,tropicos;usda, ,
70,69,elaeagnaceae/elaeagnus/Elaeagnus_angustifolia,elaeagnaceae/elaeagnus/elaeagnus_angustifolia,Elaeagnus angustifolia,1,Elaeagnus angustifolia,species,1,L.,http://www.tropicos.org/Name/11600001;http://plants.usda.gov/java/profile?symbol=ELAN,,NA,NA,NA,Elaeagnaceae,Elaeagnus,1,angustifolia,1,,,NA,NA,NA,NA,NA,,Accepted,Elaeagnus angustifolia,L.,species,http://www.tropicos.org/Name/11600001;http://plants.usda.gov/java/profile?symbol=ELAN,Elaeagnus angustifolia,Elaeagnaceae,TRUE,tropicos;usda, ,
71,70,elaeocarpaceae/elaeocarpus/Elaeocarpus_holopetalus,elaeocarpaceae/elaeocarpus/elaeocarpus_holopetalus,Elaeocarpus holopetalus,1,Elaeocarpus holopetalus,species,1,F. Muell.,http://www.tropicos.org/Name/100329386,,NA,NA,NA,Elaeocarpaceae,Elaeocarpus,1,holopetalus,1,,,NA,NA,NA,NA,NA,,No opinion,Elaeocarpus holopetalus,F. Muell.,,,,,TRUE,tropicos, ,
72,71,fabaceae/erythrina/Erythrina_crista-galli,fabaceae/erythrina/erythrina_crista-galli,Erythrina crista-galli,1,Erythrina crista-galli,species,1,L.,http://www.tropicos.org/Name/13009264;http://plants.usda.gov/java/profile?symbol=ERCR6,,NA,NA,NA,Fabaceae,Erythrina,1,crista-galli,1,,,NA,NA,NA,NA,NA,,Accepted,Erythrina crista-galli,L.,species,http://www.tropicos.org/Name/13009264;http://plants.usda.gov/java/profile?symbol=ERCR6,Erythrina crista-galli,Fabaceae,TRUE,tropicos;usda, ,
73,72,myrtaceae/eucalyptus/Eucalyptus_blakelyi,myrtaceae/eucalyptus/eucalyptus_blakelyi,Eucalyptus blakelyi,1,Eucalyptus blakelyi,species,1,Maiden,http://www.tropicos.org/Name/22107385;http://plants.usda.gov/java/profile?symbol=EUBL2,,NA,NA,NA,Myrtaceae,Eucalyptus,1,blakelyi,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus blakelyi,Maiden,species,http://www.tropicos.org/Name/22107385;http://plants.usda.gov/java/profile?symbol=EUBL2,Eucalyptus blakelyi,Myrtaceae,TRUE,tropicos;usda, ,
74,73,myrtaceae/eucalyptus/Eucalyptus_camaldulensis,myrtaceae/eucalyptus/eucalyptus_camaldulensis,Eucalyptus camaldulensis,1,Eucalyptus camaldulensis,species,1,Dehnh.,http://www.tropicos.org/Name/22101716;http://plants.usda.gov/java/profile?symbol=EUCA2,,NA,NA,NA,Myrtaceae,Eucalyptus,1,camaldulensis,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus camaldulensis,Dehnh.,species,http://www.tropicos.org/Name/22101716;http://plants.usda.gov/java/profile?symbol=EUCA2,Eucalyptus camaldulensis,Myrtaceae,TRUE,tropicos;usda, ,
75,74,myrtaceae/eucalyptus/Eucalyptus_crebra,myrtaceae/eucalyptus/eucalyptus_crebra,Eucalyptus crebra,1,Eucalyptus crebra,species,1,F. Muell.,http://www.tropicos.org/Name/22107397;http://plants.usda.gov/java/profile?symbol=EUCR,,NA,NA,NA,Myrtaceae,Eucalyptus,1,crebra,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus crebra,F. Muell.,species,http://www.tropicos.org/Name/22107397;http://plants.usda.gov/java/profile?symbol=EUCR,Eucalyptus crebra,Myrtaceae,TRUE,tropicos;usda, ,
76,75,myrtaceae/eucalyptus/Eucalyptus_delegatensis,myrtaceae/eucalyptus/eucalyptus_delegatensis,Eucalyptus delegatensis,1,Eucalyptus delegatensis,species,1,F. Muell. ex R.T. Baker,http://www.tropicos.org/Name/100187716,,NA,NA,NA,Myrtaceae,Eucalyptus,1,delegatensis,1,,,NA,NA,NA,NA,NA,,No opinion,Eucalyptus delegatensis,F. Muell. ex R.T. Baker,,,,,TRUE,tropicos, ,
77,76,myrtaceae/eucalyptus/Eucalyptus_globulus,myrtaceae/eucalyptus/eucalyptus_globulus,Eucalyptus globulus,1,Eucalyptus globulus,species,1,Labill.,http://www.tropicos.org/Name/22101717;http://plants.usda.gov/java/profile?symbol=EUGL,,NA,NA,NA,Myrtaceae,Eucalyptus,1,globulus,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus globulus,Labill.,species,http://www.tropicos.org/Name/22101717;http://plants.usda.gov/java/profile?symbol=EUGL,Eucalyptus globulus,Myrtaceae,TRUE,tropicos;usda, ,
78,77,myrtaceae/eucalyptus/Eucalyptus_grandis,myrtaceae/eucalyptus/eucalyptus_grandis,Eucalyptus grandis,1,Eucalyptus grandis,species,1,W. Hill,http://www.tropicos.org/Name/100187894,,NA,NA,NA,Myrtaceae,Eucalyptus,1,grandis,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus grandis,W. Hill,species,http://www.tropicos.org/Name/100187894,Eucalyptus grandis,Myrtaceae,TRUE,tropicos, [Ambiguous match] ,
79,78,myrtaceae/eucalyptus/Eucalyptus_hylandii var. campestris,myrtaceae/eucalyptus/eucalyptus_hylandii var. campestris,Eucalyptus hylandii var. campestris,1,Eucalyptus hylandii var. campestris,variety,1,D.J. Carr & S.G.M. Carr,http://www.tropicos.org/Name/100187951,,NA,NA,NA,Myrtaceae,Eucalyptus,1,hylandii,1,var.,campestris,1,NA,NA,NA,NA,,No opinion,Eucalyptus hylandii var. campestris,D.J. Carr & S.G.M. Carr,,,,,TRUE,tropicos, ,
80,79,myrtaceae/eucalyptus/Eucalyptus_marginata,myrtaceae/eucalyptus/eucalyptus_marginata,Eucalyptus marginata,1,Eucalyptus marginata,species,1,Donn ex Sm.,http://www.tropicos.org/Name/100188115,,NA,NA,NA,Myrtaceae,Eucalyptus,1,marginata,1,,,NA,NA,NA,NA,NA,,No opinion,Eucalyptus marginata,Donn ex Sm.,,,,,TRUE,tropicos, [Ambiguous match] ,
81,80,myrtaceae/eucalyptus/Eucalyptus_nitens,myrtaceae/eucalyptus/eucalyptus_nitens,Eucalyptus nitens,1,Eucalyptus nitens,species,1,Maiden,http://www.tropicos.org/Name/22103181,,NA,NA,NA,Myrtaceae,Eucalyptus,1,nitens,1,,,NA,NA,NA,NA,NA,,No opinion,Eucalyptus nitens,Maiden,,,,,TRUE,tropicos, ,
82,81,myrtaceae/eucalyptus/Eucalyptus_obliqua,myrtaceae/eucalyptus/eucalyptus_obliqua,Eucalyptus obliqua,1,Eucalyptus obliqua,species,1,Decne.,http://www.tropicos.org/Name/100188197,,NA,NA,NA,Myrtaceae,Eucalyptus,1,obliqua,1,,,NA,NA,NA,NA,NA,,No opinion,Eucalyptus obliqua,Decne.,,,,,TRUE,tropicos, [Ambiguous match] ,
83,82,myrtaceae/eucalyptus/Eucalyptus_pauciflora,myrtaceae/eucalyptus/eucalyptus_pauciflora,Eucalyptus pauciflora,1,Eucalyptus pauciflora,species,1,Sieber,http://www.tropicos.org/Name/22103174,,NA,NA,NA,Myrtaceae,Eucalyptus,1,pauciflora,1,,,NA,NA,NA,NA,NA,,No opinion,Eucalyptus pauciflora,Sieber,,,,,TRUE,tropicos, ,
84,83,myrtaceae/eucalyptus/Eucalyptus_platyphylla,myrtaceae/eucalyptus/eucalyptus_platyphylla,Eucalyptus platyphylla,1,Eucalyptus platyphylla,species,1,F. Muell.,http://www.tropicos.org/Name/22107386,,NA,NA,NA,Myrtaceae,Eucalyptus,1,platyphylla,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus platyphylla,F. Muell.,species,http://www.tropicos.org/Name/22107386,Eucalyptus platyphylla,Myrtaceae,TRUE,tropicos, ,
85,84,myrtaceae/eucalyptus/Eucalyptus_amygdalina var. regnans,myrtaceae/eucalyptus/eucalyptus_amygdalina var. regnans,Eucalyptus regnans,1,Eucalyptus regnans,species,1,F. Muell.,http://www.tropicos.org/Name/100188450,,NA,NA,NA,Myrtaceae,Eucalyptus,1,regnans,1,,,NA,NA,NA,NA,NA,,Synonym,Eucalyptus amygdalina var. regnans,(F. Muell.) auct.,variety,http://www.tropicos.org/Name/100187434,Eucalyptus amygdalina,Myrtaceae,TRUE,tropicos, ,
86,85,myrtaceae/eucalyptus/Eucalyptus_torelliana,myrtaceae/eucalyptus/eucalyptus_torelliana,Eucalyptus torelliana,1,Eucalyptus torelliana,species,1,F. Muell.,http://www.tropicos.org/Name/22102191,,NA,NA,NA,Myrtaceae,Eucalyptus,1,torelliana,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus torelliana,F. Muell.,species,http://www.tropicos.org/Name/22102191,Eucalyptus torelliana,Myrtaceae,TRUE,tropicos, ,
87,86,myrtaceae/eucalyptus/Eucalyptus_viminalis,myrtaceae/eucalyptus/eucalyptus_viminalis,Eucalyptus viminalis,1,Eucalyptus viminalis,species,1,Labill.,http://www.tropicos.org/Name/22103168;http://plants.usda.gov/java/profile?symbol=EUVI,,NA,NA,NA,Myrtaceae,Eucalyptus,1,viminalis,1,,,NA,NA,NA,NA,NA,,Accepted,Eucalyptus viminalis,Labill.,species,http://www.tropicos.org/Name/22103168;http://plants.usda.gov/java/profile?symbol=EUVI,Eucalyptus viminalis,Myrtaceae,TRUE,tropicos;usda, ,
88,87,eupteleaceae/euptelea/Euptelea_polyandra,eupteleaceae/euptelea/euptelea_polyandra,Euptelea polyandra,1,Euptelea polyandra,species,1,Siebold & Zucc.,http://www.tropicos.org/Name/32900002,,NA,NA,NA,Eupteleaceae,Euptelea,1,polyandra,1,,,NA,NA,NA,NA,NA,,No opinion,Euptelea polyandra,Siebold & Zucc.,,,,,TRUE,tropicos, ,
89,88,fagaceae/fagus/Fagus_grandifolia,fagaceae/fagus/fagus_grandifolia,Fagus grandifolia,1,Fagus grandifolia,species,1,Ehrh.,http://www.tropicos.org/Name/13100023;http://plants.usda.gov/java/profile?symbol=FAGR,,NA,NA,NA,Fagaceae,Fagus,1,grandifolia,1,,,NA,NA,NA,NA,NA,,Accepted,Fagus grandifolia,Ehrh.,species,http://www.tropicos.org/Name/13100023;http://plants.usda.gov/java/profile?symbol=FAGR,Fagus grandifolia,Fagaceae,TRUE,tropicos;usda, ,
90,89,fagaceae/fagus/Fagus_sylvatica,fagaceae/fagus/fagus_sylvatica,Fagus silvatica,1,Fagus silvatica,species,1,H. Lév.,http://www.tropicos.org/Name/13100579,,NA,NA,NA,Fagaceae,Fagus,1,silvatica,1,,,NA,NA,NA,NA,NA,,No opinion,Fagus sylvatica,L.,,,,,TRUE,tropicos, [Ambiguous match] ,
91,90,fagaceae/fagus/Fagus_sylvatica,fagaceae/fagus/fagus_sylvatica,Fagus sylvatica,1,Fagus sylvatica,species,1,L.,http://www.tropicos.org/Name/13100405,,NA,NA,NA,Fagaceae,Fagus,1,sylvatica,1,,,NA,NA,NA,NA,NA,,No opinion,Fagus sylvatica,L.,,,,,TRUE,tropicos, ,
92,91,moraceae/ficus/Ficus_benghalensis,moraceae/ficus/ficus_benghalensis,Ficus benghalensis,1,Ficus benghalensis,species,1,L.,http://www.tropicos.org/Name/21300597;http://plants.usda.gov/java/profile?symbol=FIBE2,,NA,NA,NA,Moraceae,Ficus,1,benghalensis,1,,,NA,NA,NA,NA,NA,,Accepted,Ficus benghalensis,L.,species,http://www.tropicos.org/Name/21300597;http://plants.usda.gov/java/profile?symbol=FIBE2,Ficus benghalensis,Moraceae,TRUE,tropicos;usda, ,
93,92,moraceae/ficus/Ficus_erecta,moraceae/ficus/ficus_erecta,Ficus erecta,1,Ficus erecta,species,1,Thunb.,http://www.tropicos.org/Name/50075175,,NA,NA,NA,Moraceae,Ficus,1,erecta,1,,,NA,NA,NA,NA,NA,,Accepted,Ficus erecta,Thunb.,species,http://www.tropicos.org/Name/50075175,Ficus erecta,Moraceae,TRUE,tropicos, ,
94,93,moraceae/ficus/Ficus_fistulosa,moraceae/ficus/ficus_fistulosa,Ficus fistulosa,1,Ficus fistulosa,species,1,Reinw. ex Blume,http://www.tropicos.org/Name/21302011,,NA,NA,NA,Moraceae,Ficus,1,fistulosa,1,,,NA,NA,NA,NA,NA,,Accepted,Ficus fistulosa,Reinw. ex Blume,species,http://www.tropicos.org/Name/21302011,Ficus fistulosa,Moraceae,TRUE,tropicos, ,
95,94,moraceae/ficus/Ficus_insipida,moraceae/ficus/ficus_insipida,Ficus insipida,1,Ficus insipida,species,1,Willd.,http://www.tropicos.org/Name/21300606,,NA,NA,NA,Moraceae,Ficus,1,insipida,1,,,NA,NA,NA,NA,NA,,Accepted,Ficus insipida,Willd.,species,http://www.tropicos.org/Name/21300606,Ficus insipida,Moraceae,TRUE,tropicos, ,
96,95,moraceae/ficus/Ficus_,moraceae/ficus/ficus_,Ficus sp.,0.9,Ficus,genus,1,L.,http://www.tropicos.org/Name/40009268,,NA,NA,NA,Moraceae,Ficus,1,,NA,,,NA,NA,NA,NA,NA,sp.,Accepted,Ficus ,L.,genus,http://www.tropicos.org/Name/40009268,,Moraceae,TRUE,tropicos, ,
97,96,fontinalaceae/fontinalis/Fontinalis_antipyretica,fontinalaceae/fontinalis/fontinalis_antipyretica,Fontinalis antipyretica,1,Fontinalis antipyretica,species,1,Hedw.,http://www.tropicos.org/Name/35159847;http://plants.usda.gov/java/profile?symbol=FOAN2,,NA,NA,NA,Fontinalaceae,Fontinalis,1,antipyretica,1,,,NA,NA,NA,NA,NA,,Accepted,Fontinalis antipyretica,Hedw.,species,http://www.tropicos.org/Name/35159847;http://plants.usda.gov/java/profile?symbol=FOAN2,Fontinalis antipyretica,Fontinalaceae,TRUE,tropicos;usda, ,
98,97,oleaceae/fraxinus/Fraxinus_americana,oleaceae/fraxinus/fraxinus_americana,Fraxinus americana,1,Fraxinus americana,species,1,L.,http://www.tropicos.org/Name/23000132;http://plants.usda.gov/java/profile?symbol=FRAM2,,NA,NA,NA,Oleaceae,Fraxinus,1,americana,1,,,NA,NA,NA,NA,NA,,Accepted,Fraxinus americana,L.,species,http://www.tropicos.org/Name/23000132;http://plants.usda.gov/java/profile?symbol=FRAM2,Fraxinus americana,Oleaceae,TRUE,tropicos;usda, ,
99,98,oleaceae/fraxinus/Fraxinus_excelsior,oleaceae/fraxinus/fraxinus_excelsior,Fraxinus excelsior,1,Fraxinus excelsior,species,1,L.,http://www.tropicos.org/Name/23000019;http://plants.usda.gov/java/profile?symbol=FREX80,,NA,NA,NA,Oleaceae,Fraxinus,1,excelsior,1,,,NA,NA,NA,NA,NA,,Accepted,Fraxinus excelsior,L.,species,http://www.tropicos.org/Name/23000019;http://plants.usda.gov/java/profile?symbol=FREX80,Fraxinus excelsior,Oleaceae,TRUE,tropicos;usda, ,
100,99,oleaceae/fraxinus/Fraxinus_pennsylvanica,oleaceae/fraxinus/fraxinus_pennsylvanica,Fraxinus pennsylvanica,1,Fraxinus pennsylvanica,species,1,Marshall,http://www.tropicos.org/Name/23000144,,NA,NA,NA,Oleaceae,Fraxinus,1,pennsylvanica,1,,,NA,NA,NA,NA,NA,,Accepted,Fraxinus pennsylvanica,Marshall,species,http://www.tropicos.org/Name/23000144,Fraxinus pennsylvanica,Oleaceae,TRUE,tropicos, ,
101,100,oleaceae/fraxinus/Fraxinus_pennsylvanica subsp. velutina,oleaceae/fraxinus/fraxinus_pennsylvanica subsp. velutina,Fraxinus velutina,1,Fraxinus velutina,species,1,Torr.,http://www.tropicos.org/Name/23000148,,NA,NA,NA,Oleaceae,Fraxinus,1,velutina,1,,,NA,NA,NA,NA,NA,,Synonym,Fraxinus pennsylvanica subsp. velutina,(Torr.) G.N. Mill.,subspecies,http://www.tropicos.org/Name/50334955,Fraxinus pennsylvanica,Oleaceae,TRUE,tropicos, ,
102,101,onagraceae/fuchsia/Fuchsia_excorticata,onagraceae/fuchsia/fuchsia_excorticata,Fuchsia excorticata,1,Fuchsia excorticata,species,1,L. f.,http://www.tropicos.org/Name/23202107,,NA,NA,NA,Onagraceae,Fuchsia,1,excorticata,1,,,NA,NA,NA,NA,NA,,Accepted,Fuchsia excorticata,L. f.,species,http://www.tropicos.org/Name/23202107,Fuchsia excorticata,Onagraceae,TRUE,tropicos, ,
103,102,araliaceae/hedera/Hedera_helix,araliaceae/hedera/hedera_helix,Hedera helix,1,Hedera helix,species,1,L.,http://www.tropicos.org/Name/2200015;http://plants.usda.gov/java/profile?symbol=HEHE,,NA,NA,NA,Araliaceae,Hedera,1,helix,1,,,NA,NA,NA,NA,NA,,Accepted,Hedera helix,L.,species,http://www.tropicos.org/Name/2200015;http://plants.usda.gov/java/profile?symbol=HEHE,Hedera helix,Araliaceae,TRUE,tropicos;usda, ,
104,103,euphorbiaceae/hevea/Hevea_brasiliensis,euphorbiaceae/hevea/hevea_brasiliensis,Hevea brasiliensis,1,Hevea brasiliensis,species,1,(Willd. ex A. Juss.) Müll. Arg.,http://www.tropicos.org/Name/12801400;http://plants.usda.gov/java/profile?symbol=HEBR8,,NA,NA,NA,Euphorbiaceae,Hevea,1,brasiliensis,1,,,NA,NA,NA,NA,NA,,Accepted,Hevea brasiliensis,(Willd. ex A. Juss.) Müll. Arg.,species,http://www.tropicos.org/Name/12801400;http://plants.usda.gov/java/profile?symbol=HEBR8,Hevea brasiliensis,Euphorbiaceae,TRUE,tropicos;usda, ,
105,104,euphorbiaceae/hura/Hura_crepitans,euphorbiaceae/hura/hura_crepitans,Hura crepitans,1,Hura crepitans,species,1,L.,http://www.tropicos.org/Name/12800195;http://plants.usda.gov/java/profile?symbol=HUCR,,NA,NA,NA,Euphorbiaceae,Hura,1,crepitans,1,,,NA,NA,NA,NA,NA,,Accepted,Hura crepitans,L.,species,http://www.tropicos.org/Name/12800195;http://plants.usda.gov/java/profile?symbol=HUCR,Hura crepitans,Euphorbiaceae,TRUE,tropicos;usda, ,
106,105,aquifoliaceae/ilex/Ilex_aquifolium,aquifoliaceae/ilex/ilex_aquifolium,Ilex aquifolium,1,Ilex aquifolium,species,1,L.,http://www.tropicos.org/Name/2000383;http://plants.usda.gov/java/profile?symbol=ILAQ80,,NA,NA,NA,Aquifoliaceae,Ilex,1,aquifolium,1,,,NA,NA,NA,NA,NA,,Accepted,Ilex aquifolium,L.,species,http://www.tropicos.org/Name/2000383;http://plants.usda.gov/java/profile?symbol=ILAQ80,Ilex aquifolium,Aquifoliaceae,TRUE,tropicos;usda, ,
107,106,aquifoliaceae/ilex/Ilex_mitis,aquifoliaceae/ilex/ilex_mitis,Ilex mitis,1,Ilex mitis,species,1,(L.) Radlk.,http://www.tropicos.org/Name/2000004,,NA,NA,NA,Aquifoliaceae,Ilex,1,mitis,1,,,NA,NA,NA,NA,NA,,Accepted,Ilex mitis,(L.) Radlk.,species,http://www.tropicos.org/Name/2000004,Ilex mitis,Aquifoliaceae,TRUE,tropicos, ,
108,107,poaceae/indocalamus/Indocalamus_sinicus,poaceae/indocalamus/indocalamus_sinicus,Indocalamus sinicus,1,Indocalamus sinicus,species,1,(Hance) Nakai,http://www.tropicos.org/Name/25531652,,NA,NA,NA,Poaceae,Indocalamus,1,sinicus,1,,,NA,NA,NA,NA,NA,,Accepted,Indocalamus sinicus,(Hance) Nakai,species,http://www.tropicos.org/Name/25531652,Indocalamus sinicus,Poaceae,TRUE,tropicos, ,
109,108,fabaceae/inga/Inga_spectabilis,fabaceae/inga/inga_spectabilis,Inga spectabilis,1,Inga spectabilis,species,1,(Vahl) Willd.,http://www.tropicos.org/Name/13021384,,NA,NA,NA,Fabaceae,Inga,1,spectabilis,1,,,NA,NA,NA,NA,NA,,Accepted,Inga spectabilis,(Vahl) Willd.,species,http://www.tropicos.org/Name/13021384,Inga spectabilis,Fabaceae,TRUE,tropicos, ,
110,109,juglandaceae/juglans/Juglans_nigra,juglandaceae/juglans/juglans_nigra,Juglans nigra,1,Juglans nigra,species,1,L.,http://www.tropicos.org/Name/16700006;http://plants.usda.gov/java/profile?symbol=JUNI,,NA,NA,NA,Juglandaceae,Juglans,1,nigra,1,,,NA,NA,NA,NA,NA,,Accepted,Juglans nigra,L.,species,http://www.tropicos.org/Name/16700006;http://plants.usda.gov/java/profile?symbol=JUNI,Juglans nigra,Juglandaceae,TRUE,tropicos;usda, ,
